"","X","value","date","station","datatype","day","hour"
"273","2016-07-30 01:00:00",76,2016-07-29 21:00:00,"KPIT","Forecast",2016-07-29,21
"274","2016-07-30 02:00:00",76,2016-07-29 22:00:00,"KPIT","Forecast",2016-07-29,22
"275","2016-07-30 03:00:00",74,2016-07-29 23:00:00,"KPIT","Forecast",2016-07-29,23
"276","2016-07-30 04:00:00",73,2016-07-30 00:00:00,"KPIT","Forecast",2016-07-30,0
"277","2016-07-30 05:00:00",72,2016-07-30 01:00:00,"KPIT","Forecast",2016-07-30,1
"278","2016-07-30 06:00:00",72,2016-07-30 02:00:00,"KPIT","Forecast",2016-07-30,2
"279","2016-07-30 07:00:00",71,2016-07-30 03:00:00,"KPIT","Forecast",2016-07-30,3
"280","2016-07-30 08:00:00",71,2016-07-30 04:00:00,"KPIT","Forecast",2016-07-30,4
"281","2016-07-30 09:00:00",70,2016-07-30 05:00:00,"KPIT","Forecast",2016-07-30,5
"282","2016-07-30 10:00:00",70,2016-07-30 06:00:00,"KPIT","Forecast",2016-07-30,6
"283","2016-07-30 11:00:00",70,2016-07-30 07:00:00,"KPIT","Forecast",2016-07-30,7
"284","2016-07-30 12:00:00",71,2016-07-30 08:00:00,"KPIT","Forecast",2016-07-30,8
"285","2016-07-30 13:00:00",73,2016-07-30 09:00:00,"KPIT","Forecast",2016-07-30,9
"286","2016-07-30 14:00:00",74,2016-07-30 10:00:00,"KPIT","Forecast",2016-07-30,10
"287","2016-07-30 15:00:00",75,2016-07-30 11:00:00,"KPIT","Forecast",2016-07-30,11
"288","2016-07-30 16:00:00",77,2016-07-30 12:00:00,"KPIT","Forecast",2016-07-30,12
"289","2016-07-30 17:00:00",78,2016-07-30 13:00:00,"KPIT","Forecast",2016-07-30,13
"290","2016-07-30 18:00:00",79,2016-07-30 14:00:00,"KPIT","Forecast",2016-07-30,14
"291","2016-07-30 19:00:00",79,2016-07-30 15:00:00,"KPIT","Forecast",2016-07-30,15
"292","2016-07-30 20:00:00",78,2016-07-30 16:00:00,"KPIT","Forecast",2016-07-30,16
"293","2016-07-30 21:00:00",77,2016-07-30 17:00:00,"KPIT","Forecast",2016-07-30,17
"294","2016-07-30 22:00:00",76,2016-07-30 18:00:00,"KPIT","Forecast",2016-07-30,18
"295","2016-07-30 23:00:00",75,2016-07-30 19:00:00,"KPIT","Forecast",2016-07-30,19
"296","2016-07-31 00:00:00",75,2016-07-30 20:00:00,"KPIT","Forecast",2016-07-30,20
"297","2016-07-31 01:00:00",74,2016-07-30 21:00:00,"KPIT","Forecast",2016-07-30,21
"298","2016-07-31 02:00:00",73,2016-07-30 22:00:00,"KPIT","Forecast",2016-07-30,22
"299","2016-07-31 03:00:00",72,2016-07-30 23:00:00,"KPIT","Forecast",2016-07-30,23
"300","2016-07-31 04:00:00",72,2016-07-31 00:00:00,"KPIT","Forecast",2016-07-31,0
"301","2016-07-31 05:00:00",71,2016-07-31 01:00:00,"KPIT","Forecast",2016-07-31,1
"302","2016-07-31 06:00:00",70,2016-07-31 02:00:00,"KPIT","Forecast",2016-07-31,2
"303","2016-07-31 07:00:00",70,2016-07-31 03:00:00,"KPIT","Forecast",2016-07-31,3
"304","2016-07-31 08:00:00",69,2016-07-31 04:00:00,"KPIT","Forecast",2016-07-31,4
"305","2016-07-31 09:00:00",69,2016-07-31 05:00:00,"KPIT","Forecast",2016-07-31,5
"306","2016-07-31 10:00:00",68,2016-07-31 06:00:00,"KPIT","Forecast",2016-07-31,6
"307","2016-07-31 11:00:00",68,2016-07-31 07:00:00,"KPIT","Forecast",2016-07-31,7
"308","2016-07-31 12:00:00",70,2016-07-31 08:00:00,"KPIT","Forecast",2016-07-31,8
"309","2016-07-31 13:00:00",71,2016-07-31 09:00:00,"KPIT","Forecast",2016-07-31,9
"310","2016-07-31 14:00:00",73,2016-07-31 10:00:00,"KPIT","Forecast",2016-07-31,10
"311","2016-07-31 15:00:00",75,2016-07-31 11:00:00,"KPIT","Forecast",2016-07-31,11
"312","2016-07-31 16:00:00",76,2016-07-31 12:00:00,"KPIT","Forecast",2016-07-31,12
"313","2016-07-31 17:00:00",78,2016-07-31 13:00:00,"KPIT","Forecast",2016-07-31,13
"314","2016-07-31 18:00:00",79,2016-07-31 14:00:00,"KPIT","Forecast",2016-07-31,14
"315","2016-07-31 19:00:00",80,2016-07-31 15:00:00,"KPIT","Forecast",2016-07-31,15
"316","2016-07-31 20:00:00",80,2016-07-31 16:00:00,"KPIT","Forecast",2016-07-31,16
"317","2016-07-31 21:00:00",79,2016-07-31 17:00:00,"KPIT","Forecast",2016-07-31,17
"318","2016-07-31 22:00:00",79,2016-07-31 18:00:00,"KPIT","Forecast",2016-07-31,18
"319","2016-07-31 23:00:00",78,2016-07-31 19:00:00,"KPIT","Forecast",2016-07-31,19
"320","2016-08-01 00:00:00",77,2016-07-31 20:00:00,"KPIT","Forecast",2016-07-31,20
"321","2016-08-01 01:00:00",75,2016-07-31 21:00:00,"KPIT","Forecast",2016-07-31,21
"322","2016-08-01 02:00:00",73,2016-07-31 22:00:00,"KPIT","Forecast",2016-07-31,22
"323","2016-08-01 03:00:00",72,2016-07-31 23:00:00,"KPIT","Forecast",2016-07-31,23
"324","2016-08-01 04:00:00",70,2016-08-01 00:00:00,"KPIT","Forecast",2016-08-01,0
"325","2016-08-01 05:00:00",69,2016-08-01 01:00:00,"KPIT","Forecast",2016-08-01,1
"326","2016-08-01 06:00:00",68,2016-08-01 02:00:00,"KPIT","Forecast",2016-08-01,2
"327","2016-08-01 07:00:00",68,2016-08-01 03:00:00,"KPIT","Forecast",2016-08-01,3
"328","2016-08-01 08:00:00",67,2016-08-01 04:00:00,"KPIT","Forecast",2016-08-01,4
"329","2016-08-01 09:00:00",67,2016-08-01 05:00:00,"KPIT","Forecast",2016-08-01,5
"330","2016-08-01 10:00:00",66,2016-08-01 06:00:00,"KPIT","Forecast",2016-08-01,6
"331","2016-08-01 11:00:00",66,2016-08-01 07:00:00,"KPIT","Forecast",2016-08-01,7
"332","2016-08-01 12:00:00",69,2016-08-01 08:00:00,"KPIT","Forecast",2016-08-01,8
"333","2016-08-01 13:00:00",72,2016-08-01 09:00:00,"KPIT","Forecast",2016-08-01,9
"334","2016-08-01 14:00:00",75,2016-08-01 10:00:00,"KPIT","Forecast",2016-08-01,10
"335","2016-08-01 15:00:00",78,2016-08-01 11:00:00,"KPIT","Forecast",2016-08-01,11
"336","2016-08-01 16:00:00",80,2016-08-01 12:00:00,"KPIT","Forecast",2016-08-01,12
"337","2016-08-01 17:00:00",81,2016-08-01 13:00:00,"KPIT","Forecast",2016-08-01,13
"338","2016-08-01 18:00:00",83,2016-08-01 14:00:00,"KPIT","Forecast",2016-08-01,14
"339","2016-08-01 19:00:00",83,2016-08-01 15:00:00,"KPIT","Forecast",2016-08-01,15
"340","2016-08-01 20:00:00",83,2016-08-01 16:00:00,"KPIT","Forecast",2016-08-01,16
"341","2016-08-01 21:00:00",83,2016-08-01 17:00:00,"KPIT","Forecast",2016-08-01,17
"342","2016-08-01 22:00:00",82,2016-08-01 18:00:00,"KPIT","Forecast",2016-08-01,18
"343","2016-08-01 23:00:00",81,2016-08-01 19:00:00,"KPIT","Forecast",2016-08-01,19
"344","2016-08-02 00:00:00",79,2016-08-01 20:00:00,"KPIT","Forecast",2016-08-01,20
"345","2016-08-02 01:00:00",76,2016-08-01 21:00:00,"KPIT","Forecast",2016-08-01,21
"346","2016-08-02 02:00:00",74,2016-08-01 22:00:00,"KPIT","Forecast",2016-08-01,22
"347","2016-08-02 03:00:00",72,2016-08-01 23:00:00,"KPIT","Forecast",2016-08-01,23
"348","2016-08-02 04:00:00",71,2016-08-02 00:00:00,"KPIT","Forecast",2016-08-02,0
"349","2016-08-02 05:00:00",69,2016-08-02 01:00:00,"KPIT","Forecast",2016-08-02,1
"350","2016-08-02 06:00:00",68,2016-08-02 02:00:00,"KPIT","Forecast",2016-08-02,2
"351","2016-08-02 07:00:00",67,2016-08-02 03:00:00,"KPIT","Forecast",2016-08-02,3
"352","2016-08-02 08:00:00",66,2016-08-02 04:00:00,"KPIT","Forecast",2016-08-02,4
"353","2016-08-02 09:00:00",65,2016-08-02 05:00:00,"KPIT","Forecast",2016-08-02,5
"354","2016-08-02 10:00:00",65,2016-08-02 06:00:00,"KPIT","Forecast",2016-08-02,6
"355","2016-08-02 11:00:00",66,2016-08-02 07:00:00,"KPIT","Forecast",2016-08-02,7
"356","2016-08-02 12:00:00",68,2016-08-02 08:00:00,"KPIT","Forecast",2016-08-02,8
"357","2016-08-02 13:00:00",72,2016-08-02 09:00:00,"KPIT","Forecast",2016-08-02,9
"358","2016-08-02 14:00:00",77,2016-08-02 10:00:00,"KPIT","Forecast",2016-08-02,10
"359","2016-08-02 15:00:00",80,2016-08-02 11:00:00,"KPIT","Forecast",2016-08-02,11
"360","2016-08-02 16:00:00",82,2016-08-02 12:00:00,"KPIT","Forecast",2016-08-02,12
"361","2016-08-02 17:00:00",84,2016-08-02 13:00:00,"KPIT","Forecast",2016-08-02,13
"362","2016-08-02 18:00:00",85,2016-08-02 14:00:00,"KPIT","Forecast",2016-08-02,14
"363","2016-08-02 19:00:00",86,2016-08-02 15:00:00,"KPIT","Forecast",2016-08-02,15
"364","2016-08-02 20:00:00",86,2016-08-02 16:00:00,"KPIT","Forecast",2016-08-02,16
"365","2016-08-02 21:00:00",85,2016-08-02 17:00:00,"KPIT","Forecast",2016-08-02,17
"366","2016-08-02 22:00:00",84,2016-08-02 18:00:00,"KPIT","Forecast",2016-08-02,18
"367","2016-08-02 23:00:00",83,2016-08-02 19:00:00,"KPIT","Forecast",2016-08-02,19
"368","2016-08-03 00:00:00",81,2016-08-02 20:00:00,"KPIT","Forecast",2016-08-02,20
"369","2016-08-03 01:00:00",78,2016-08-02 21:00:00,"KPIT","Forecast",2016-08-02,21
"370","2016-08-03 02:00:00",75,2016-08-02 22:00:00,"KPIT","Forecast",2016-08-02,22
"371","2016-08-03 03:00:00",74,2016-08-02 23:00:00,"KPIT","Forecast",2016-08-02,23
"372","2016-08-03 04:00:00",72,2016-08-03 00:00:00,"KPIT","Forecast",2016-08-03,0
"373","2016-08-03 05:00:00",71,2016-08-03 01:00:00,"KPIT","Forecast",2016-08-03,1
"374","2016-08-03 06:00:00",70,2016-08-03 02:00:00,"KPIT","Forecast",2016-08-03,2
"375","2016-08-03 07:00:00",69,2016-08-03 03:00:00,"KPIT","Forecast",2016-08-03,3
"376","2016-08-03 08:00:00",69,2016-08-03 04:00:00,"KPIT","Forecast",2016-08-03,4
"377","2016-08-03 09:00:00",69,2016-08-03 05:00:00,"KPIT","Forecast",2016-08-03,5
"378","2016-08-03 10:00:00",69,2016-08-03 06:00:00,"KPIT","Forecast",2016-08-03,6
"379","2016-08-03 11:00:00",69,2016-08-03 07:00:00,"KPIT","Forecast",2016-08-03,7
"380","2016-08-03 12:00:00",71,2016-08-03 08:00:00,"KPIT","Forecast",2016-08-03,8
"381","2016-08-03 13:00:00",74,2016-08-03 09:00:00,"KPIT","Forecast",2016-08-03,9
"382","2016-08-03 14:00:00",78,2016-08-03 10:00:00,"KPIT","Forecast",2016-08-03,10
"383","2016-08-03 15:00:00",81,2016-08-03 11:00:00,"KPIT","Forecast",2016-08-03,11
"384","2016-08-03 16:00:00",83,2016-08-03 12:00:00,"KPIT","Forecast",2016-08-03,12
"385","2016-08-03 17:00:00",85,2016-08-03 13:00:00,"KPIT","Forecast",2016-08-03,13
"386","2016-08-03 18:00:00",86,2016-08-03 14:00:00,"KPIT","Forecast",2016-08-03,14
"387","2016-08-03 19:00:00",87,2016-08-03 15:00:00,"KPIT","Forecast",2016-08-03,15
"388","2016-08-03 20:00:00",87,2016-08-03 16:00:00,"KPIT","Forecast",2016-08-03,16
"389","2016-08-03 21:00:00",85,2016-08-03 17:00:00,"KPIT","Forecast",2016-08-03,17
"390","2016-08-03 22:00:00",85,2016-08-03 18:00:00,"KPIT","Forecast",2016-08-03,18
"391","2016-08-03 23:00:00",84,2016-08-03 19:00:00,"KPIT","Forecast",2016-08-03,19
"392","2016-08-04 00:00:00",82,2016-08-03 20:00:00,"KPIT","Forecast",2016-08-03,20
"393","2016-08-04 01:00:00",80,2016-08-03 21:00:00,"KPIT","Forecast",2016-08-03,21
"394","2016-08-04 02:00:00",78,2016-08-03 22:00:00,"KPIT","Forecast",2016-08-03,22
"395","2016-08-04 03:00:00",76,2016-08-03 23:00:00,"KPIT","Forecast",2016-08-03,23
"396","2016-08-04 04:00:00",75,2016-08-04 00:00:00,"KPIT","Forecast",2016-08-04,0
"397","2016-08-04 05:00:00",74,2016-08-04 01:00:00,"KPIT","Forecast",2016-08-04,1
"398","2016-08-04 06:00:00",73,2016-08-04 02:00:00,"KPIT","Forecast",2016-08-04,2
"399","2016-08-04 07:00:00",73,2016-08-04 03:00:00,"KPIT","Forecast",2016-08-04,3
"400","2016-08-04 08:00:00",72,2016-08-04 04:00:00,"KPIT","Forecast",2016-08-04,4
"401","2016-08-04 09:00:00",71,2016-08-04 05:00:00,"KPIT","Forecast",2016-08-04,5
"402","2016-08-04 10:00:00",71,2016-08-04 06:00:00,"KPIT","Forecast",2016-08-04,6
"403","2016-08-04 11:00:00",72,2016-08-04 07:00:00,"KPIT","Forecast",2016-08-04,7
"404","2016-08-04 12:00:00",73,2016-08-04 08:00:00,"KPIT","Forecast",2016-08-04,8
"405","2016-08-04 13:00:00",75,2016-08-04 09:00:00,"KPIT","Forecast",2016-08-04,9
"406","2016-08-04 14:00:00",78,2016-08-04 10:00:00,"KPIT","Forecast",2016-08-04,10
"407","2016-08-04 15:00:00",80,2016-08-04 11:00:00,"KPIT","Forecast",2016-08-04,11
"408","2016-08-04 16:00:00",82,2016-08-04 12:00:00,"KPIT","Forecast",2016-08-04,12
"409","2016-08-04 17:00:00",84,2016-08-04 13:00:00,"KPIT","Forecast",2016-08-04,13
"410","2016-08-04 18:00:00",85,2016-08-04 14:00:00,"KPIT","Forecast",2016-08-04,14
"411","2016-08-04 19:00:00",86,2016-08-04 15:00:00,"KPIT","Forecast",2016-08-04,15
"412","2016-08-04 20:00:00",86,2016-08-04 16:00:00,"KPIT","Forecast",2016-08-04,16
"413","2016-08-04 21:00:00",85,2016-08-04 17:00:00,"KPIT","Forecast",2016-08-04,17
"414","2016-08-04 22:00:00",84,2016-08-04 18:00:00,"KPIT","Forecast",2016-08-04,18
"415","2016-08-04 23:00:00",83,2016-08-04 19:00:00,"KPIT","Forecast",2016-08-04,19
"416","2016-08-05 00:00:00",82,2016-08-04 20:00:00,"KPIT","Forecast",2016-08-04,20
"417","2016-08-05 01:00:00",81,2016-08-04 21:00:00,"KPIT","Forecast",2016-08-04,21
"418","2016-08-05 02:00:00",79,2016-08-04 22:00:00,"KPIT","Forecast",2016-08-04,22
"419","2016-08-05 03:00:00",78,2016-08-04 23:00:00,"KPIT","Forecast",2016-08-04,23
"420","2016-08-05 04:00:00",77,2016-08-05 00:00:00,"KPIT","Forecast",2016-08-05,0
"421","2016-08-05 05:00:00",76,2016-08-05 01:00:00,"KPIT","Forecast",2016-08-05,1
"422","2016-08-05 06:00:00",75,2016-08-05 02:00:00,"KPIT","Forecast",2016-08-05,2
"423","2016-08-05 07:00:00",74,2016-08-05 03:00:00,"KPIT","Forecast",2016-08-05,3
"424","2016-08-05 08:00:00",74,2016-08-05 04:00:00,"KPIT","Forecast",2016-08-05,4
"425","2016-08-05 09:00:00",73,2016-08-05 05:00:00,"KPIT","Forecast",2016-08-05,5
"426","2016-08-05 10:00:00",73,2016-08-05 06:00:00,"KPIT","Forecast",2016-08-05,6
"427","2016-08-05 11:00:00",72,2016-08-05 07:00:00,"KPIT","Forecast",2016-08-05,7
"428","2016-08-05 12:00:00",73,2016-08-05 08:00:00,"KPIT","Forecast",2016-08-05,8
"429","2016-08-05 13:00:00",75,2016-08-05 09:00:00,"KPIT","Forecast",2016-08-05,9
"430","2016-08-05 14:00:00",77,2016-08-05 10:00:00,"KPIT","Forecast",2016-08-05,10
"431","2016-08-05 15:00:00",79,2016-08-05 11:00:00,"KPIT","Forecast",2016-08-05,11
"432","2016-08-05 16:00:00",80,2016-08-05 12:00:00,"KPIT","Forecast",2016-08-05,12
"433","2016-08-05 17:00:00",82,2016-08-05 13:00:00,"KPIT","Forecast",2016-08-05,13
"434","2016-08-05 18:00:00",83,2016-08-05 14:00:00,"KPIT","Forecast",2016-08-05,14
"435","2016-08-05 19:00:00",84,2016-08-05 15:00:00,"KPIT","Forecast",2016-08-05,15
"436","2016-08-05 20:00:00",84,2016-08-05 16:00:00,"KPIT","Forecast",2016-08-05,16
"437","2016-08-05 21:00:00",84,2016-08-05 17:00:00,"KPIT","Forecast",2016-08-05,17
"438","2016-08-05 22:00:00",83,2016-08-05 18:00:00,"KPIT","Forecast",2016-08-05,18
"439","2016-08-05 23:00:00",82,2016-08-05 19:00:00,"KPIT","Forecast",2016-08-05,19
"440","2016-08-06 00:00:00",81,2016-08-05 20:00:00,"KPIT","Forecast",2016-08-05,20
"441","2016-08-06 01:00:00",79,2016-08-05 21:00:00,"KPIT","Forecast",2016-08-05,21
"442","2016-08-06 02:00:00",77,2016-08-05 22:00:00,"KPIT","Forecast",2016-08-05,22
"443","2016-08-06 03:00:00",76,2016-08-05 23:00:00,"KPIT","Forecast",2016-08-05,23
"444","2016-08-06 04:00:00",74,2016-08-06 00:00:00,"KPIT","Forecast",2016-08-06,0
"445","2016-08-06 05:00:00",73,2016-08-06 01:00:00,"KPIT","Forecast",2016-08-06,1
"446","2016-08-06 06:00:00",72,2016-08-06 02:00:00,"KPIT","Forecast",2016-08-06,2
"447","2016-08-06 07:00:00",71,2016-08-06 03:00:00,"KPIT","Forecast",2016-08-06,3
"448","2016-08-06 08:00:00",70,2016-08-06 04:00:00,"KPIT","Forecast",2016-08-06,4
"449","2016-08-06 09:00:00",69,2016-08-06 05:00:00,"KPIT","Forecast",2016-08-06,5
"450","2016-08-06 10:00:00",69,2016-08-06 06:00:00,"KPIT","Forecast",2016-08-06,6
"451","2016-08-06 11:00:00",68,2016-08-06 07:00:00,"KPIT","Forecast",2016-08-06,7
"452","2016-08-06 12:00:00",70,2016-08-06 08:00:00,"KPIT","Forecast",2016-08-06,8
"453","2016-08-06 13:00:00",72,2016-08-06 09:00:00,"KPIT","Forecast",2016-08-06,9
"454","2016-08-06 14:00:00",74,2016-08-06 10:00:00,"KPIT","Forecast",2016-08-06,10
"455","2016-08-06 15:00:00",75,2016-08-06 11:00:00,"KPIT","Forecast",2016-08-06,11
"456","2016-08-06 16:00:00",78,2016-08-06 12:00:00,"KPIT","Forecast",2016-08-06,12
"457","2016-08-06 17:00:00",80,2016-08-06 13:00:00,"KPIT","Forecast",2016-08-06,13
"458","2016-08-06 18:00:00",81,2016-08-06 14:00:00,"KPIT","Forecast",2016-08-06,14
"459","2016-08-06 19:00:00",82,2016-08-06 15:00:00,"KPIT","Forecast",2016-08-06,15
"460","2016-08-06 20:00:00",81,2016-08-06 16:00:00,"KPIT","Forecast",2016-08-06,16
"461","2016-08-06 21:00:00",80,2016-08-06 17:00:00,"KPIT","Forecast",2016-08-06,17
"462","2016-08-06 22:00:00",80,2016-08-06 18:00:00,"KPIT","Forecast",2016-08-06,18
"463","2016-08-06 23:00:00",79,2016-08-06 19:00:00,"KPIT","Forecast",2016-08-06,19
"464","2016-08-07 00:00:00",77,2016-08-06 20:00:00,"KPIT","Forecast",2016-08-06,20
"465","2016-08-07 01:00:00",75,2016-08-06 21:00:00,"KPIT","Forecast",2016-08-06,21
"466","2016-08-07 02:00:00",73,2016-08-06 22:00:00,"KPIT","Forecast",2016-08-06,22
"467","2016-08-07 03:00:00",71,2016-08-06 23:00:00,"KPIT","Forecast",2016-08-06,23
"468","2016-08-07 04:00:00",70,2016-08-07 00:00:00,"KPIT","Forecast",2016-08-07,0
"469","2016-08-07 05:00:00",69,2016-08-07 01:00:00,"KPIT","Forecast",2016-08-07,1
"470","2016-08-07 06:00:00",67,2016-08-07 02:00:00,"KPIT","Forecast",2016-08-07,2
"471","2016-08-07 07:00:00",66,2016-08-07 03:00:00,"KPIT","Forecast",2016-08-07,3
"472","2016-08-07 08:00:00",65,2016-08-07 04:00:00,"KPIT","Forecast",2016-08-07,4
"473","2016-08-07 09:00:00",64,2016-08-07 05:00:00,"KPIT","Forecast",2016-08-07,5
"474","2016-08-07 10:00:00",64,2016-08-07 06:00:00,"KPIT","Forecast",2016-08-07,6
"475","2016-08-07 11:00:00",64,2016-08-07 07:00:00,"KPIT","Forecast",2016-08-07,7
"476","2016-08-07 12:00:00",66,2016-08-07 08:00:00,"KPIT","Forecast",2016-08-07,8
"477","2016-08-07 13:00:00",69,2016-08-07 09:00:00,"KPIT","Forecast",2016-08-07,9
"478","2016-08-07 14:00:00",72,2016-08-07 10:00:00,"KPIT","Forecast",2016-08-07,10
"479","2016-08-07 15:00:00",73,2016-08-07 11:00:00,"KPIT","Forecast",2016-08-07,11
"480","2016-08-07 16:00:00",75,2016-08-07 12:00:00,"KPIT","Forecast",2016-08-07,12
"481","2016-07-28 17:00:00",79,2016-07-28 13:00:00,"KBHB","Forecast",2016-07-28,13
"482","2016-07-28 18:00:00",79,2016-07-28 14:00:00,"KBHB","Forecast",2016-07-28,14
"483","2016-07-28 19:00:00",78,2016-07-28 15:00:00,"KBHB","Forecast",2016-07-28,15
"484","2016-07-28 20:00:00",75,2016-07-28 16:00:00,"KBHB","Forecast",2016-07-28,16
"485","2016-07-28 21:00:00",75,2016-07-28 17:00:00,"KBHB","Forecast",2016-07-28,17
"486","2016-07-28 22:00:00",73,2016-07-28 18:00:00,"KBHB","Forecast",2016-07-28,18
"487","2016-07-28 23:00:00",72,2016-07-28 19:00:00,"KBHB","Forecast",2016-07-28,19
"488","2016-07-29 00:00:00",70,2016-07-28 20:00:00,"KBHB","Forecast",2016-07-28,20
"489","2016-07-29 01:00:00",68,2016-07-28 21:00:00,"KBHB","Forecast",2016-07-28,21
"490","2016-07-29 02:00:00",67,2016-07-28 22:00:00,"KBHB","Forecast",2016-07-28,22
"491","2016-07-29 03:00:00",66,2016-07-28 23:00:00,"KBHB","Forecast",2016-07-28,23
"492","2016-07-29 04:00:00",65,2016-07-29 00:00:00,"KBHB","Forecast",2016-07-29,0
"493","2016-07-29 05:00:00",65,2016-07-29 01:00:00,"KBHB","Forecast",2016-07-29,1
"494","2016-07-29 06:00:00",64,2016-07-29 02:00:00,"KBHB","Forecast",2016-07-29,2
"495","2016-07-29 07:00:00",64,2016-07-29 03:00:00,"KBHB","Forecast",2016-07-29,3
"496","2016-07-29 08:00:00",64,2016-07-29 04:00:00,"KBHB","Forecast",2016-07-29,4
"497","2016-07-29 09:00:00",64,2016-07-29 05:00:00,"KBHB","Forecast",2016-07-29,5
"498","2016-07-29 10:00:00",64,2016-07-29 06:00:00,"KBHB","Forecast",2016-07-29,6
"499","2016-07-29 11:00:00",66,2016-07-29 07:00:00,"KBHB","Forecast",2016-07-29,7
"500","2016-07-29 12:00:00",69,2016-07-29 08:00:00,"KBHB","Forecast",2016-07-29,8
"501","2016-07-29 13:00:00",70,2016-07-29 09:00:00,"KBHB","Forecast",2016-07-29,9
"502","2016-07-29 14:00:00",71,2016-07-29 10:00:00,"KBHB","Forecast",2016-07-29,10
"503","2016-07-29 15:00:00",74,2016-07-29 11:00:00,"KBHB","Forecast",2016-07-29,11
"504","2016-07-29 16:00:00",75,2016-07-29 12:00:00,"KBHB","Forecast",2016-07-29,12
"505","2016-07-29 17:00:00",75,2016-07-29 13:00:00,"KBHB","Forecast",2016-07-29,13
"506","2016-07-29 18:00:00",76,2016-07-29 14:00:00,"KBHB","Forecast",2016-07-29,14
"507","2016-07-29 19:00:00",74,2016-07-29 15:00:00,"KBHB","Forecast",2016-07-29,15
"508","2016-07-29 20:00:00",72,2016-07-29 16:00:00,"KBHB","Forecast",2016-07-29,16
"509","2016-07-29 21:00:00",73,2016-07-29 17:00:00,"KBHB","Forecast",2016-07-29,17
"510","2016-07-29 22:00:00",73,2016-07-29 18:00:00,"KBHB","Forecast",2016-07-29,18
"511","2016-07-29 23:00:00",72,2016-07-29 19:00:00,"KBHB","Forecast",2016-07-29,19
"512","2016-07-30 00:00:00",69,2016-07-29 20:00:00,"KBHB","Forecast",2016-07-29,20
"513","2016-07-30 01:00:00",67,2016-07-29 21:00:00,"KBHB","Forecast",2016-07-29,21
"514","2016-07-30 02:00:00",67,2016-07-29 22:00:00,"KBHB","Forecast",2016-07-29,22
"515","2016-07-30 03:00:00",66,2016-07-29 23:00:00,"KBHB","Forecast",2016-07-29,23
"516","2016-07-30 04:00:00",65,2016-07-30 00:00:00,"KBHB","Forecast",2016-07-30,0
"517","2016-07-30 05:00:00",65,2016-07-30 01:00:00,"KBHB","Forecast",2016-07-30,1
"518","2016-07-30 06:00:00",65,2016-07-30 02:00:00,"KBHB","Forecast",2016-07-30,2
"519","2016-07-30 07:00:00",64,2016-07-30 03:00:00,"KBHB","Forecast",2016-07-30,3
"520","2016-07-30 08:00:00",64,2016-07-30 04:00:00,"KBHB","Forecast",2016-07-30,4
"521","2016-07-30 09:00:00",64,2016-07-30 05:00:00,"KBHB","Forecast",2016-07-30,5
"522","2016-07-30 10:00:00",64,2016-07-30 06:00:00,"KBHB","Forecast",2016-07-30,6
"523","2016-07-30 11:00:00",66,2016-07-30 07:00:00,"KBHB","Forecast",2016-07-30,7
"524","2016-07-30 12:00:00",69,2016-07-30 08:00:00,"KBHB","Forecast",2016-07-30,8
"525","2016-07-30 13:00:00",71,2016-07-30 09:00:00,"KBHB","Forecast",2016-07-30,9
"526","2016-07-30 14:00:00",74,2016-07-30 10:00:00,"KBHB","Forecast",2016-07-30,10
"527","2016-07-30 15:00:00",76,2016-07-30 11:00:00,"KBHB","Forecast",2016-07-30,11
"528","2016-07-30 16:00:00",78,2016-07-30 12:00:00,"KBHB","Forecast",2016-07-30,12
"529","2016-07-30 17:00:00",79,2016-07-30 13:00:00,"KBHB","Forecast",2016-07-30,13
"530","2016-07-30 18:00:00",80,2016-07-30 14:00:00,"KBHB","Forecast",2016-07-30,14
"531","2016-07-30 19:00:00",80,2016-07-30 15:00:00,"KBHB","Forecast",2016-07-30,15
"532","2016-07-30 20:00:00",80,2016-07-30 16:00:00,"KBHB","Forecast",2016-07-30,16
"533","2016-07-30 21:00:00",80,2016-07-30 17:00:00,"KBHB","Forecast",2016-07-30,17
"534","2016-07-30 22:00:00",78,2016-07-30 18:00:00,"KBHB","Forecast",2016-07-30,18
"535","2016-07-30 23:00:00",76,2016-07-30 19:00:00,"KBHB","Forecast",2016-07-30,19
"536","2016-07-31 00:00:00",73,2016-07-30 20:00:00,"KBHB","Forecast",2016-07-30,20
"537","2016-07-31 01:00:00",70,2016-07-30 21:00:00,"KBHB","Forecast",2016-07-30,21
"538","2016-07-31 02:00:00",68,2016-07-30 22:00:00,"KBHB","Forecast",2016-07-30,22
"539","2016-07-31 03:00:00",67,2016-07-30 23:00:00,"KBHB","Forecast",2016-07-30,23
"540","2016-07-31 04:00:00",65,2016-07-31 00:00:00,"KBHB","Forecast",2016-07-31,0
"541","2016-07-31 05:00:00",65,2016-07-31 01:00:00,"KBHB","Forecast",2016-07-31,1
"542","2016-07-31 06:00:00",64,2016-07-31 02:00:00,"KBHB","Forecast",2016-07-31,2
"543","2016-07-31 07:00:00",64,2016-07-31 03:00:00,"KBHB","Forecast",2016-07-31,3
"544","2016-07-31 08:00:00",63,2016-07-31 04:00:00,"KBHB","Forecast",2016-07-31,4
"545","2016-07-31 09:00:00",62,2016-07-31 05:00:00,"KBHB","Forecast",2016-07-31,5
"546","2016-07-31 10:00:00",63,2016-07-31 06:00:00,"KBHB","Forecast",2016-07-31,6
