"","X","value","date","station","datatype","day","hour"
"274","2016-07-31 00:00:00",76,2016-07-30 20:00:00,"KPIT","Forecast",2016-07-30,20
"275","2016-07-31 01:00:00",75,2016-07-30 21:00:00,"KPIT","Forecast",2016-07-30,21
"276","2016-07-31 02:00:00",74,2016-07-30 22:00:00,"KPIT","Forecast",2016-07-30,22
"277","2016-07-31 03:00:00",73,2016-07-30 23:00:00,"KPIT","Forecast",2016-07-30,23
"278","2016-07-31 04:00:00",72,2016-07-31 00:00:00,"KPIT","Forecast",2016-07-31,0
"279","2016-07-31 05:00:00",72,2016-07-31 01:00:00,"KPIT","Forecast",2016-07-31,1
"280","2016-07-31 06:00:00",71,2016-07-31 02:00:00,"KPIT","Forecast",2016-07-31,2
"281","2016-07-31 07:00:00",71,2016-07-31 03:00:00,"KPIT","Forecast",2016-07-31,3
"282","2016-07-31 08:00:00",70,2016-07-31 04:00:00,"KPIT","Forecast",2016-07-31,4
"283","2016-07-31 09:00:00",70,2016-07-31 05:00:00,"KPIT","Forecast",2016-07-31,5
"284","2016-07-31 10:00:00",69,2016-07-31 06:00:00,"KPIT","Forecast",2016-07-31,6
"285","2016-07-31 11:00:00",69,2016-07-31 07:00:00,"KPIT","Forecast",2016-07-31,7
"286","2016-07-31 12:00:00",70,2016-07-31 08:00:00,"KPIT","Forecast",2016-07-31,8
"287","2016-07-31 13:00:00",71,2016-07-31 09:00:00,"KPIT","Forecast",2016-07-31,9
"288","2016-07-31 14:00:00",73,2016-07-31 10:00:00,"KPIT","Forecast",2016-07-31,10
"289","2016-07-31 15:00:00",75,2016-07-31 11:00:00,"KPIT","Forecast",2016-07-31,11
"290","2016-07-31 16:00:00",76,2016-07-31 12:00:00,"KPIT","Forecast",2016-07-31,12
"291","2016-07-31 17:00:00",78,2016-07-31 13:00:00,"KPIT","Forecast",2016-07-31,13
"292","2016-07-31 18:00:00",79,2016-07-31 14:00:00,"KPIT","Forecast",2016-07-31,14
"293","2016-07-31 19:00:00",80,2016-07-31 15:00:00,"KPIT","Forecast",2016-07-31,15
"294","2016-07-31 20:00:00",80,2016-07-31 16:00:00,"KPIT","Forecast",2016-07-31,16
"295","2016-07-31 21:00:00",80,2016-07-31 17:00:00,"KPIT","Forecast",2016-07-31,17
"296","2016-07-31 22:00:00",79,2016-07-31 18:00:00,"KPIT","Forecast",2016-07-31,18
"297","2016-07-31 23:00:00",78,2016-07-31 19:00:00,"KPIT","Forecast",2016-07-31,19
"298","2016-08-01 00:00:00",77,2016-07-31 20:00:00,"KPIT","Forecast",2016-07-31,20
"299","2016-08-01 01:00:00",75,2016-07-31 21:00:00,"KPIT","Forecast",2016-07-31,21
"300","2016-08-01 02:00:00",74,2016-07-31 22:00:00,"KPIT","Forecast",2016-07-31,22
"301","2016-08-01 03:00:00",73,2016-07-31 23:00:00,"KPIT","Forecast",2016-07-31,23
"302","2016-08-01 04:00:00",71,2016-08-01 00:00:00,"KPIT","Forecast",2016-08-01,0
"303","2016-08-01 05:00:00",70,2016-08-01 01:00:00,"KPIT","Forecast",2016-08-01,1
"304","2016-08-01 06:00:00",70,2016-08-01 02:00:00,"KPIT","Forecast",2016-08-01,2
"305","2016-08-01 07:00:00",69,2016-08-01 03:00:00,"KPIT","Forecast",2016-08-01,3
"306","2016-08-01 08:00:00",68,2016-08-01 04:00:00,"KPIT","Forecast",2016-08-01,4
"307","2016-08-01 09:00:00",67,2016-08-01 05:00:00,"KPIT","Forecast",2016-08-01,5
"308","2016-08-01 10:00:00",67,2016-08-01 06:00:00,"KPIT","Forecast",2016-08-01,6
"309","2016-08-01 11:00:00",66,2016-08-01 07:00:00,"KPIT","Forecast",2016-08-01,7
"310","2016-08-01 12:00:00",68,2016-08-01 08:00:00,"KPIT","Forecast",2016-08-01,8
"311","2016-08-01 13:00:00",69,2016-08-01 09:00:00,"KPIT","Forecast",2016-08-01,9
"312","2016-08-01 14:00:00",71,2016-08-01 10:00:00,"KPIT","Forecast",2016-08-01,10
"313","2016-08-01 15:00:00",73,2016-08-01 11:00:00,"KPIT","Forecast",2016-08-01,11
"314","2016-08-01 16:00:00",74,2016-08-01 12:00:00,"KPIT","Forecast",2016-08-01,12
"315","2016-08-01 17:00:00",76,2016-08-01 13:00:00,"KPIT","Forecast",2016-08-01,13
"316","2016-08-01 18:00:00",79,2016-08-01 14:00:00,"KPIT","Forecast",2016-08-01,14
"317","2016-08-01 19:00:00",80,2016-08-01 15:00:00,"KPIT","Forecast",2016-08-01,15
"318","2016-08-01 20:00:00",81,2016-08-01 16:00:00,"KPIT","Forecast",2016-08-01,16
"319","2016-08-01 21:00:00",80,2016-08-01 17:00:00,"KPIT","Forecast",2016-08-01,17
"320","2016-08-01 22:00:00",80,2016-08-01 18:00:00,"KPIT","Forecast",2016-08-01,18
"321","2016-08-01 23:00:00",79,2016-08-01 19:00:00,"KPIT","Forecast",2016-08-01,19
"322","2016-08-02 00:00:00",77,2016-08-01 20:00:00,"KPIT","Forecast",2016-08-01,20
"323","2016-08-02 01:00:00",74,2016-08-01 21:00:00,"KPIT","Forecast",2016-08-01,21
"324","2016-08-02 02:00:00",72,2016-08-01 22:00:00,"KPIT","Forecast",2016-08-01,22
"325","2016-08-02 03:00:00",71,2016-08-01 23:00:00,"KPIT","Forecast",2016-08-01,23
"326","2016-08-02 04:00:00",69,2016-08-02 00:00:00,"KPIT","Forecast",2016-08-02,0
"327","2016-08-02 05:00:00",67,2016-08-02 01:00:00,"KPIT","Forecast",2016-08-02,1
"328","2016-08-02 06:00:00",66,2016-08-02 02:00:00,"KPIT","Forecast",2016-08-02,2
"329","2016-08-02 07:00:00",65,2016-08-02 03:00:00,"KPIT","Forecast",2016-08-02,3
"330","2016-08-02 08:00:00",64,2016-08-02 04:00:00,"KPIT","Forecast",2016-08-02,4
"331","2016-08-02 09:00:00",63,2016-08-02 05:00:00,"KPIT","Forecast",2016-08-02,5
"332","2016-08-02 10:00:00",63,2016-08-02 06:00:00,"KPIT","Forecast",2016-08-02,6
"333","2016-08-02 11:00:00",63,2016-08-02 07:00:00,"KPIT","Forecast",2016-08-02,7
"334","2016-08-02 12:00:00",66,2016-08-02 08:00:00,"KPIT","Forecast",2016-08-02,8
"335","2016-08-02 13:00:00",69,2016-08-02 09:00:00,"KPIT","Forecast",2016-08-02,9
"336","2016-08-02 14:00:00",73,2016-08-02 10:00:00,"KPIT","Forecast",2016-08-02,10
"337","2016-08-02 15:00:00",77,2016-08-02 11:00:00,"KPIT","Forecast",2016-08-02,11
"338","2016-08-02 16:00:00",80,2016-08-02 12:00:00,"KPIT","Forecast",2016-08-02,12
"339","2016-08-02 17:00:00",81,2016-08-02 13:00:00,"KPIT","Forecast",2016-08-02,13
"340","2016-08-02 18:00:00",83,2016-08-02 14:00:00,"KPIT","Forecast",2016-08-02,14
"341","2016-08-02 19:00:00",84,2016-08-02 15:00:00,"KPIT","Forecast",2016-08-02,15
"342","2016-08-02 20:00:00",84,2016-08-02 16:00:00,"KPIT","Forecast",2016-08-02,16
"343","2016-08-02 21:00:00",84,2016-08-02 17:00:00,"KPIT","Forecast",2016-08-02,17
"344","2016-08-02 22:00:00",82,2016-08-02 18:00:00,"KPIT","Forecast",2016-08-02,18
"345","2016-08-02 23:00:00",81,2016-08-02 19:00:00,"KPIT","Forecast",2016-08-02,19
"346","2016-08-03 00:00:00",79,2016-08-02 20:00:00,"KPIT","Forecast",2016-08-02,20
"347","2016-08-03 01:00:00",76,2016-08-02 21:00:00,"KPIT","Forecast",2016-08-02,21
"348","2016-08-03 02:00:00",74,2016-08-02 22:00:00,"KPIT","Forecast",2016-08-02,22
"349","2016-08-03 03:00:00",72,2016-08-02 23:00:00,"KPIT","Forecast",2016-08-02,23
"350","2016-08-03 04:00:00",71,2016-08-03 00:00:00,"KPIT","Forecast",2016-08-03,0
"351","2016-08-03 05:00:00",69,2016-08-03 01:00:00,"KPIT","Forecast",2016-08-03,1
"352","2016-08-03 06:00:00",68,2016-08-03 02:00:00,"KPIT","Forecast",2016-08-03,2
"353","2016-08-03 07:00:00",67,2016-08-03 03:00:00,"KPIT","Forecast",2016-08-03,3
"354","2016-08-03 08:00:00",66,2016-08-03 04:00:00,"KPIT","Forecast",2016-08-03,4
"355","2016-08-03 09:00:00",65,2016-08-03 05:00:00,"KPIT","Forecast",2016-08-03,5
"356","2016-08-03 10:00:00",64,2016-08-03 06:00:00,"KPIT","Forecast",2016-08-03,6
"357","2016-08-03 11:00:00",65,2016-08-03 07:00:00,"KPIT","Forecast",2016-08-03,7
"358","2016-08-03 12:00:00",68,2016-08-03 08:00:00,"KPIT","Forecast",2016-08-03,8
"359","2016-08-03 13:00:00",72,2016-08-03 09:00:00,"KPIT","Forecast",2016-08-03,9
"360","2016-08-03 14:00:00",76,2016-08-03 10:00:00,"KPIT","Forecast",2016-08-03,10
"361","2016-08-03 15:00:00",80,2016-08-03 11:00:00,"KPIT","Forecast",2016-08-03,11
"362","2016-08-03 16:00:00",82,2016-08-03 12:00:00,"KPIT","Forecast",2016-08-03,12
"363","2016-08-03 17:00:00",84,2016-08-03 13:00:00,"KPIT","Forecast",2016-08-03,13
"364","2016-08-03 18:00:00",85,2016-08-03 14:00:00,"KPIT","Forecast",2016-08-03,14
"365","2016-08-03 19:00:00",86,2016-08-03 15:00:00,"KPIT","Forecast",2016-08-03,15
"366","2016-08-03 20:00:00",86,2016-08-03 16:00:00,"KPIT","Forecast",2016-08-03,16
"367","2016-08-03 21:00:00",85,2016-08-03 17:00:00,"KPIT","Forecast",2016-08-03,17
"368","2016-08-03 22:00:00",84,2016-08-03 18:00:00,"KPIT","Forecast",2016-08-03,18
"369","2016-08-03 23:00:00",82,2016-08-03 19:00:00,"KPIT","Forecast",2016-08-03,19
"370","2016-08-04 00:00:00",80,2016-08-03 20:00:00,"KPIT","Forecast",2016-08-03,20
"371","2016-08-04 01:00:00",77,2016-08-03 21:00:00,"KPIT","Forecast",2016-08-03,21
"372","2016-08-04 02:00:00",75,2016-08-03 22:00:00,"KPIT","Forecast",2016-08-03,22
"373","2016-08-04 03:00:00",74,2016-08-03 23:00:00,"KPIT","Forecast",2016-08-03,23
"374","2016-08-04 04:00:00",72,2016-08-04 00:00:00,"KPIT","Forecast",2016-08-04,0
"375","2016-08-04 05:00:00",72,2016-08-04 01:00:00,"KPIT","Forecast",2016-08-04,1
"376","2016-08-04 06:00:00",71,2016-08-04 02:00:00,"KPIT","Forecast",2016-08-04,2
"377","2016-08-04 07:00:00",70,2016-08-04 03:00:00,"KPIT","Forecast",2016-08-04,3
"378","2016-08-04 08:00:00",69,2016-08-04 04:00:00,"KPIT","Forecast",2016-08-04,4
"379","2016-08-04 09:00:00",68,2016-08-04 05:00:00,"KPIT","Forecast",2016-08-04,5
"380","2016-08-04 10:00:00",68,2016-08-04 06:00:00,"KPIT","Forecast",2016-08-04,6
"381","2016-08-04 11:00:00",68,2016-08-04 07:00:00,"KPIT","Forecast",2016-08-04,7
"382","2016-08-04 12:00:00",70,2016-08-04 08:00:00,"KPIT","Forecast",2016-08-04,8
"383","2016-08-04 13:00:00",73,2016-08-04 09:00:00,"KPIT","Forecast",2016-08-04,9
"384","2016-08-04 14:00:00",77,2016-08-04 10:00:00,"KPIT","Forecast",2016-08-04,10
"385","2016-08-04 15:00:00",80,2016-08-04 11:00:00,"KPIT","Forecast",2016-08-04,11
"386","2016-08-04 16:00:00",82,2016-08-04 12:00:00,"KPIT","Forecast",2016-08-04,12
"387","2016-08-04 17:00:00",84,2016-08-04 13:00:00,"KPIT","Forecast",2016-08-04,13
"388","2016-08-04 18:00:00",85,2016-08-04 14:00:00,"KPIT","Forecast",2016-08-04,14
"389","2016-08-04 19:00:00",86,2016-08-04 15:00:00,"KPIT","Forecast",2016-08-04,15
"390","2016-08-04 20:00:00",87,2016-08-04 16:00:00,"KPIT","Forecast",2016-08-04,16
"391","2016-08-04 21:00:00",85,2016-08-04 17:00:00,"KPIT","Forecast",2016-08-04,17
"392","2016-08-04 22:00:00",85,2016-08-04 18:00:00,"KPIT","Forecast",2016-08-04,18
"393","2016-08-04 23:00:00",84,2016-08-04 19:00:00,"KPIT","Forecast",2016-08-04,19
"394","2016-08-05 00:00:00",82,2016-08-04 20:00:00,"KPIT","Forecast",2016-08-04,20
"395","2016-08-05 01:00:00",79,2016-08-04 21:00:00,"KPIT","Forecast",2016-08-04,21
"396","2016-08-05 02:00:00",78,2016-08-04 22:00:00,"KPIT","Forecast",2016-08-04,22
"397","2016-08-05 03:00:00",76,2016-08-04 23:00:00,"KPIT","Forecast",2016-08-04,23
"398","2016-08-05 04:00:00",75,2016-08-05 00:00:00,"KPIT","Forecast",2016-08-05,0
"399","2016-08-05 05:00:00",74,2016-08-05 01:00:00,"KPIT","Forecast",2016-08-05,1
"400","2016-08-05 06:00:00",73,2016-08-05 02:00:00,"KPIT","Forecast",2016-08-05,2
"401","2016-08-05 07:00:00",72,2016-08-05 03:00:00,"KPIT","Forecast",2016-08-05,3
"402","2016-08-05 08:00:00",72,2016-08-05 04:00:00,"KPIT","Forecast",2016-08-05,4
"403","2016-08-05 09:00:00",71,2016-08-05 05:00:00,"KPIT","Forecast",2016-08-05,5
"404","2016-08-05 10:00:00",71,2016-08-05 06:00:00,"KPIT","Forecast",2016-08-05,6
"405","2016-08-05 11:00:00",71,2016-08-05 07:00:00,"KPIT","Forecast",2016-08-05,7
"406","2016-08-05 12:00:00",73,2016-08-05 08:00:00,"KPIT","Forecast",2016-08-05,8
"407","2016-08-05 13:00:00",75,2016-08-05 09:00:00,"KPIT","Forecast",2016-08-05,9
"408","2016-08-05 14:00:00",77,2016-08-05 10:00:00,"KPIT","Forecast",2016-08-05,10
"409","2016-08-05 15:00:00",80,2016-08-05 11:00:00,"KPIT","Forecast",2016-08-05,11
"410","2016-08-05 16:00:00",82,2016-08-05 12:00:00,"KPIT","Forecast",2016-08-05,12
"411","2016-08-05 17:00:00",83,2016-08-05 13:00:00,"KPIT","Forecast",2016-08-05,13
"412","2016-08-05 18:00:00",84,2016-08-05 14:00:00,"KPIT","Forecast",2016-08-05,14
"413","2016-08-05 19:00:00",85,2016-08-05 15:00:00,"KPIT","Forecast",2016-08-05,15
"414","2016-08-05 20:00:00",84,2016-08-05 16:00:00,"KPIT","Forecast",2016-08-05,16
"415","2016-08-05 21:00:00",83,2016-08-05 17:00:00,"KPIT","Forecast",2016-08-05,17
"416","2016-08-05 22:00:00",83,2016-08-05 18:00:00,"KPIT","Forecast",2016-08-05,18
"417","2016-08-05 23:00:00",82,2016-08-05 19:00:00,"KPIT","Forecast",2016-08-05,19
"418","2016-08-06 00:00:00",81,2016-08-05 20:00:00,"KPIT","Forecast",2016-08-05,20
"419","2016-08-06 01:00:00",79,2016-08-05 21:00:00,"KPIT","Forecast",2016-08-05,21
"420","2016-08-06 02:00:00",77,2016-08-05 22:00:00,"KPIT","Forecast",2016-08-05,22
"421","2016-08-06 03:00:00",76,2016-08-05 23:00:00,"KPIT","Forecast",2016-08-05,23
"422","2016-08-06 04:00:00",76,2016-08-06 00:00:00,"KPIT","Forecast",2016-08-06,0
"423","2016-08-06 05:00:00",75,2016-08-06 01:00:00,"KPIT","Forecast",2016-08-06,1
"424","2016-08-06 06:00:00",74,2016-08-06 02:00:00,"KPIT","Forecast",2016-08-06,2
"425","2016-08-06 07:00:00",73,2016-08-06 03:00:00,"KPIT","Forecast",2016-08-06,3
"426","2016-08-06 08:00:00",72,2016-08-06 04:00:00,"KPIT","Forecast",2016-08-06,4
"427","2016-08-06 09:00:00",72,2016-08-06 05:00:00,"KPIT","Forecast",2016-08-06,5
"428","2016-08-06 10:00:00",71,2016-08-06 06:00:00,"KPIT","Forecast",2016-08-06,6
"429","2016-08-06 11:00:00",71,2016-08-06 07:00:00,"KPIT","Forecast",2016-08-06,7
"430","2016-08-06 12:00:00",72,2016-08-06 08:00:00,"KPIT","Forecast",2016-08-06,8
"431","2016-08-06 13:00:00",73,2016-08-06 09:00:00,"KPIT","Forecast",2016-08-06,9
"432","2016-08-06 14:00:00",75,2016-08-06 10:00:00,"KPIT","Forecast",2016-08-06,10
"433","2016-08-06 15:00:00",77,2016-08-06 11:00:00,"KPIT","Forecast",2016-08-06,11
"434","2016-08-06 16:00:00",79,2016-08-06 12:00:00,"KPIT","Forecast",2016-08-06,12
"435","2016-08-06 17:00:00",81,2016-08-06 13:00:00,"KPIT","Forecast",2016-08-06,13
"436","2016-08-06 18:00:00",82,2016-08-06 14:00:00,"KPIT","Forecast",2016-08-06,14
"437","2016-08-06 19:00:00",82,2016-08-06 15:00:00,"KPIT","Forecast",2016-08-06,15
"438","2016-08-06 20:00:00",82,2016-08-06 16:00:00,"KPIT","Forecast",2016-08-06,16
"439","2016-08-06 21:00:00",81,2016-08-06 17:00:00,"KPIT","Forecast",2016-08-06,17
"440","2016-08-06 22:00:00",80,2016-08-06 18:00:00,"KPIT","Forecast",2016-08-06,18
"441","2016-08-06 23:00:00",79,2016-08-06 19:00:00,"KPIT","Forecast",2016-08-06,19
"442","2016-08-07 00:00:00",78,2016-08-06 20:00:00,"KPIT","Forecast",2016-08-06,20
"443","2016-08-07 01:00:00",76,2016-08-06 21:00:00,"KPIT","Forecast",2016-08-06,21
"444","2016-08-07 02:00:00",75,2016-08-06 22:00:00,"KPIT","Forecast",2016-08-06,22
"445","2016-08-07 03:00:00",74,2016-08-06 23:00:00,"KPIT","Forecast",2016-08-06,23
"446","2016-08-07 04:00:00",72,2016-08-07 00:00:00,"KPIT","Forecast",2016-08-07,0
"447","2016-08-07 05:00:00",71,2016-08-07 01:00:00,"KPIT","Forecast",2016-08-07,1
"448","2016-08-07 06:00:00",70,2016-08-07 02:00:00,"KPIT","Forecast",2016-08-07,2
"449","2016-08-07 07:00:00",69,2016-08-07 03:00:00,"KPIT","Forecast",2016-08-07,3
"450","2016-08-07 08:00:00",68,2016-08-07 04:00:00,"KPIT","Forecast",2016-08-07,4
"451","2016-08-07 09:00:00",68,2016-08-07 05:00:00,"KPIT","Forecast",2016-08-07,5
"452","2016-08-07 10:00:00",67,2016-08-07 06:00:00,"KPIT","Forecast",2016-08-07,6
"453","2016-08-07 11:00:00",67,2016-08-07 07:00:00,"KPIT","Forecast",2016-08-07,7
"454","2016-08-07 12:00:00",67,2016-08-07 08:00:00,"KPIT","Forecast",2016-08-07,8
"455","2016-08-07 13:00:00",69,2016-08-07 09:00:00,"KPIT","Forecast",2016-08-07,9
"456","2016-08-07 14:00:00",72,2016-08-07 10:00:00,"KPIT","Forecast",2016-08-07,10
"457","2016-08-07 15:00:00",74,2016-08-07 11:00:00,"KPIT","Forecast",2016-08-07,11
"458","2016-08-07 16:00:00",76,2016-08-07 12:00:00,"KPIT","Forecast",2016-08-07,12
"459","2016-08-07 17:00:00",78,2016-08-07 13:00:00,"KPIT","Forecast",2016-08-07,13
"460","2016-08-07 18:00:00",80,2016-08-07 14:00:00,"KPIT","Forecast",2016-08-07,14
"461","2016-08-07 19:00:00",80,2016-08-07 15:00:00,"KPIT","Forecast",2016-08-07,15
"462","2016-08-07 20:00:00",81,2016-08-07 16:00:00,"KPIT","Forecast",2016-08-07,16
"463","2016-08-07 21:00:00",80,2016-08-07 17:00:00,"KPIT","Forecast",2016-08-07,17
"464","2016-08-07 22:00:00",79,2016-08-07 18:00:00,"KPIT","Forecast",2016-08-07,18
"465","2016-08-07 23:00:00",78,2016-08-07 19:00:00,"KPIT","Forecast",2016-08-07,19
"466","2016-08-08 00:00:00",76,2016-08-07 20:00:00,"KPIT","Forecast",2016-08-07,20
"467","2016-08-08 01:00:00",73,2016-08-07 21:00:00,"KPIT","Forecast",2016-08-07,21
"468","2016-08-08 02:00:00",71,2016-08-07 22:00:00,"KPIT","Forecast",2016-08-07,22
"469","2016-08-08 03:00:00",69,2016-08-07 23:00:00,"KPIT","Forecast",2016-08-07,23
"470","2016-08-08 04:00:00",68,2016-08-08 00:00:00,"KPIT","Forecast",2016-08-08,0
"471","2016-08-08 05:00:00",66,2016-08-08 01:00:00,"KPIT","Forecast",2016-08-08,1
"472","2016-08-08 06:00:00",65,2016-08-08 02:00:00,"KPIT","Forecast",2016-08-08,2
"473","2016-08-08 07:00:00",65,2016-08-08 03:00:00,"KPIT","Forecast",2016-08-08,3
"474","2016-08-08 08:00:00",63,2016-08-08 04:00:00,"KPIT","Forecast",2016-08-08,4
"475","2016-08-08 09:00:00",62,2016-08-08 05:00:00,"KPIT","Forecast",2016-08-08,5
"476","2016-08-08 10:00:00",62,2016-08-08 06:00:00,"KPIT","Forecast",2016-08-08,6
"477","2016-08-08 11:00:00",62,2016-08-08 07:00:00,"KPIT","Forecast",2016-08-08,7
"478","2016-08-08 12:00:00",64,2016-08-08 08:00:00,"KPIT","Forecast",2016-08-08,8
"479","2016-08-08 13:00:00",67,2016-08-08 09:00:00,"KPIT","Forecast",2016-08-08,9
"480","2016-08-08 14:00:00",71,2016-08-08 10:00:00,"KPIT","Forecast",2016-08-08,10
"481","2016-07-29 15:00:00",71,2016-07-29 11:00:00,"KBHB","Forecast",2016-07-29,11
"482","2016-07-29 16:00:00",73,2016-07-29 12:00:00,"KBHB","Forecast",2016-07-29,12
"483","2016-07-29 17:00:00",74,2016-07-29 13:00:00,"KBHB","Forecast",2016-07-29,13
"484","2016-07-29 18:00:00",75,2016-07-29 14:00:00,"KBHB","Forecast",2016-07-29,14
"485","2016-07-29 19:00:00",75,2016-07-29 15:00:00,"KBHB","Forecast",2016-07-29,15
"486","2016-07-29 20:00:00",74,2016-07-29 16:00:00,"KBHB","Forecast",2016-07-29,16
"487","2016-07-29 21:00:00",75,2016-07-29 17:00:00,"KBHB","Forecast",2016-07-29,17
"488","2016-07-29 22:00:00",72,2016-07-29 18:00:00,"KBHB","Forecast",2016-07-29,18
"489","2016-07-29 23:00:00",71,2016-07-29 19:00:00,"KBHB","Forecast",2016-07-29,19
"490","2016-07-30 00:00:00",69,2016-07-29 20:00:00,"KBHB","Forecast",2016-07-29,20
"491","2016-07-30 01:00:00",68,2016-07-29 21:00:00,"KBHB","Forecast",2016-07-29,21
"492","2016-07-30 02:00:00",67,2016-07-29 22:00:00,"KBHB","Forecast",2016-07-29,22
"493","2016-07-30 03:00:00",66,2016-07-29 23:00:00,"KBHB","Forecast",2016-07-29,23
"494","2016-07-30 04:00:00",65,2016-07-30 00:00:00,"KBHB","Forecast",2016-07-30,0
"495","2016-07-30 05:00:00",64,2016-07-30 01:00:00,"KBHB","Forecast",2016-07-30,1
"496","2016-07-30 06:00:00",64,2016-07-30 02:00:00,"KBHB","Forecast",2016-07-30,2
"497","2016-07-30 07:00:00",63,2016-07-30 03:00:00,"KBHB","Forecast",2016-07-30,3
"498","2016-07-30 08:00:00",63,2016-07-30 04:00:00,"KBHB","Forecast",2016-07-30,4
"499","2016-07-30 09:00:00",62,2016-07-30 05:00:00,"KBHB","Forecast",2016-07-30,5
"500","2016-07-30 10:00:00",62,2016-07-30 06:00:00,"KBHB","Forecast",2016-07-30,6
"501","2016-07-30 11:00:00",65,2016-07-30 07:00:00,"KBHB","Forecast",2016-07-30,7
"502","2016-07-30 12:00:00",68,2016-07-30 08:00:00,"KBHB","Forecast",2016-07-30,8
"503","2016-07-30 13:00:00",70,2016-07-30 09:00:00,"KBHB","Forecast",2016-07-30,9
"504","2016-07-30 14:00:00",73,2016-07-30 10:00:00,"KBHB","Forecast",2016-07-30,10
"505","2016-07-30 15:00:00",75,2016-07-30 11:00:00,"KBHB","Forecast",2016-07-30,11
"506","2016-07-30 16:00:00",77,2016-07-30 12:00:00,"KBHB","Forecast",2016-07-30,12
"507","2016-07-30 17:00:00",79,2016-07-30 13:00:00,"KBHB","Forecast",2016-07-30,13
"508","2016-07-30 18:00:00",80,2016-07-30 14:00:00,"KBHB","Forecast",2016-07-30,14
"509","2016-07-30 19:00:00",79,2016-07-30 15:00:00,"KBHB","Forecast",2016-07-30,15
"510","2016-07-30 20:00:00",78,2016-07-30 16:00:00,"KBHB","Forecast",2016-07-30,16
"511","2016-07-30 21:00:00",78,2016-07-30 17:00:00,"KBHB","Forecast",2016-07-30,17
"512","2016-07-30 22:00:00",76,2016-07-30 18:00:00,"KBHB","Forecast",2016-07-30,18
"513","2016-07-30 23:00:00",74,2016-07-30 19:00:00,"KBHB","Forecast",2016-07-30,19
"514","2016-07-31 00:00:00",71,2016-07-30 20:00:00,"KBHB","Forecast",2016-07-30,20
"515","2016-07-31 01:00:00",69,2016-07-30 21:00:00,"KBHB","Forecast",2016-07-30,21
"516","2016-07-31 02:00:00",68,2016-07-30 22:00:00,"KBHB","Forecast",2016-07-30,22
"517","2016-07-31 03:00:00",66,2016-07-30 23:00:00,"KBHB","Forecast",2016-07-30,23
"518","2016-07-31 04:00:00",65,2016-07-31 00:00:00,"KBHB","Forecast",2016-07-31,0
"519","2016-07-31 05:00:00",64,2016-07-31 01:00:00,"KBHB","Forecast",2016-07-31,1
"520","2016-07-31 06:00:00",63,2016-07-31 02:00:00,"KBHB","Forecast",2016-07-31,2
"521","2016-07-31 07:00:00",62,2016-07-31 03:00:00,"KBHB","Forecast",2016-07-31,3
"522","2016-07-31 08:00:00",61,2016-07-31 04:00:00,"KBHB","Forecast",2016-07-31,4
"523","2016-07-31 09:00:00",61,2016-07-31 05:00:00,"KBHB","Forecast",2016-07-31,5
"524","2016-07-31 10:00:00",61,2016-07-31 06:00:00,"KBHB","Forecast",2016-07-31,6
"525","2016-07-31 11:00:00",65,2016-07-31 07:00:00,"KBHB","Forecast",2016-07-31,7
"526","2016-07-31 12:00:00",68,2016-07-31 08:00:00,"KBHB","Forecast",2016-07-31,8
"527","2016-07-31 13:00:00",70,2016-07-31 09:00:00,"KBHB","Forecast",2016-07-31,9
"528","2016-07-31 14:00:00",72,2016-07-31 10:00:00,"KBHB","Forecast",2016-07-31,10
"529","2016-07-31 15:00:00",73,2016-07-31 11:00:00,"KBHB","Forecast",2016-07-31,11
"530","2016-07-31 16:00:00",74,2016-07-31 12:00:00,"KBHB","Forecast",2016-07-31,12
"531","2016-07-31 17:00:00",75,2016-07-31 13:00:00,"KBHB","Forecast",2016-07-31,13
"532","2016-07-31 18:00:00",75,2016-07-31 14:00:00,"KBHB","Forecast",2016-07-31,14
"533","2016-07-31 19:00:00",75,2016-07-31 15:00:00,"KBHB","Forecast",2016-07-31,15
"534","2016-07-31 20:00:00",74,2016-07-31 16:00:00,"KBHB","Forecast",2016-07-31,16
"535","2016-07-31 21:00:00",74,2016-07-31 17:00:00,"KBHB","Forecast",2016-07-31,17
"536","2016-07-31 22:00:00",72,2016-07-31 18:00:00,"KBHB","Forecast",2016-07-31,18
"537","2016-07-31 23:00:00",71,2016-07-31 19:00:00,"KBHB","Forecast",2016-07-31,19
"538","2016-08-01 00:00:00",68,2016-07-31 20:00:00,"KBHB","Forecast",2016-07-31,20
"539","2016-08-01 01:00:00",66,2016-07-31 21:00:00,"KBHB","Forecast",2016-07-31,21
"540","2016-08-01 02:00:00",64,2016-07-31 22:00:00,"KBHB","Forecast",2016-07-31,22
"541","2016-08-01 03:00:00",63,2016-07-31 23:00:00,"KBHB","Forecast",2016-07-31,23
"542","2016-08-01 04:00:00",62,2016-08-01 00:00:00,"KBHB","Forecast",2016-08-01,0
"543","2016-08-01 05:00:00",62,2016-08-01 01:00:00,"KBHB","Forecast",2016-08-01,1
"544","2016-08-01 06:00:00",61,2016-08-01 02:00:00,"KBHB","Forecast",2016-08-01,2
"545","2016-08-01 07:00:00",61,2016-08-01 03:00:00,"KBHB","Forecast",2016-08-01,3
"546","2016-08-01 08:00:00",61,2016-08-01 04:00:00,"KBHB","Forecast",2016-08-01,4
"547","2016-08-01 09:00:00",60,2016-08-01 05:00:00,"KBHB","Forecast",2016-08-01,5
