"","X","value","date","station","datatype","day","hour"
"126","2016-08-03 20:00:00",88,2016-08-03 16:00:00,"KTPA","Forecast",2016-08-03,16
"127","2016-08-03 21:00:00",87,2016-08-03 17:00:00,"KTPA","Forecast",2016-08-03,17
"128","2016-08-03 22:00:00",86,2016-08-03 18:00:00,"KTPA","Forecast",2016-08-03,18
"129","2016-08-03 23:00:00",85,2016-08-03 19:00:00,"KTPA","Forecast",2016-08-03,19
"130","2016-08-04 00:00:00",83,2016-08-03 20:00:00,"KTPA","Forecast",2016-08-03,20
"131","2016-08-04 01:00:00",81,2016-08-03 21:00:00,"KTPA","Forecast",2016-08-03,21
"132","2016-08-04 02:00:00",81,2016-08-03 22:00:00,"KTPA","Forecast",2016-08-03,22
"133","2016-08-04 03:00:00",81,2016-08-03 23:00:00,"KTPA","Forecast",2016-08-03,23
"134","2016-08-04 04:00:00",81,2016-08-04 00:00:00,"KTPA","Forecast",2016-08-04,0
"135","2016-08-04 05:00:00",80,2016-08-04 01:00:00,"KTPA","Forecast",2016-08-04,1
"136","2016-08-04 06:00:00",79,2016-08-04 02:00:00,"KTPA","Forecast",2016-08-04,2
"137","2016-08-04 07:00:00",78,2016-08-04 03:00:00,"KTPA","Forecast",2016-08-04,3
"138","2016-08-04 08:00:00",78,2016-08-04 04:00:00,"KTPA","Forecast",2016-08-04,4
"139","2016-08-04 09:00:00",78,2016-08-04 05:00:00,"KTPA","Forecast",2016-08-04,5
"140","2016-08-04 10:00:00",77,2016-08-04 06:00:00,"KTPA","Forecast",2016-08-04,6
"141","2016-08-04 11:00:00",77,2016-08-04 07:00:00,"KTPA","Forecast",2016-08-04,7
"142","2016-08-04 12:00:00",79,2016-08-04 08:00:00,"KTPA","Forecast",2016-08-04,8
"143","2016-08-04 13:00:00",82,2016-08-04 09:00:00,"KTPA","Forecast",2016-08-04,9
"144","2016-08-04 14:00:00",84,2016-08-04 10:00:00,"KTPA","Forecast",2016-08-04,10
"145","2016-08-04 15:00:00",86,2016-08-04 11:00:00,"KTPA","Forecast",2016-08-04,11
"146","2016-08-04 16:00:00",88,2016-08-04 12:00:00,"KTPA","Forecast",2016-08-04,12
"147","2016-08-04 17:00:00",89,2016-08-04 13:00:00,"KTPA","Forecast",2016-08-04,13
"148","2016-08-04 18:00:00",89,2016-08-04 14:00:00,"KTPA","Forecast",2016-08-04,14
"149","2016-08-04 19:00:00",89,2016-08-04 15:00:00,"KTPA","Forecast",2016-08-04,15
"150","2016-08-04 20:00:00",89,2016-08-04 16:00:00,"KTPA","Forecast",2016-08-04,16
"151","2016-08-04 21:00:00",88,2016-08-04 17:00:00,"KTPA","Forecast",2016-08-04,17
"152","2016-08-04 22:00:00",87,2016-08-04 18:00:00,"KTPA","Forecast",2016-08-04,18
"153","2016-08-04 23:00:00",86,2016-08-04 19:00:00,"KTPA","Forecast",2016-08-04,19
"154","2016-08-05 00:00:00",84,2016-08-04 20:00:00,"KTPA","Forecast",2016-08-04,20
"155","2016-08-05 01:00:00",82,2016-08-04 21:00:00,"KTPA","Forecast",2016-08-04,21
"156","2016-08-05 02:00:00",81,2016-08-04 22:00:00,"KTPA","Forecast",2016-08-04,22
"157","2016-08-05 03:00:00",81,2016-08-04 23:00:00,"KTPA","Forecast",2016-08-04,23
"158","2016-08-05 04:00:00",81,2016-08-05 00:00:00,"KTPA","Forecast",2016-08-05,0
"159","2016-08-05 05:00:00",80,2016-08-05 01:00:00,"KTPA","Forecast",2016-08-05,1
"160","2016-08-05 06:00:00",79,2016-08-05 02:00:00,"KTPA","Forecast",2016-08-05,2
"161","2016-08-05 07:00:00",79,2016-08-05 03:00:00,"KTPA","Forecast",2016-08-05,3
"162","2016-08-05 08:00:00",79,2016-08-05 04:00:00,"KTPA","Forecast",2016-08-05,4
"163","2016-08-05 09:00:00",78,2016-08-05 05:00:00,"KTPA","Forecast",2016-08-05,5
"164","2016-08-05 10:00:00",78,2016-08-05 06:00:00,"KTPA","Forecast",2016-08-05,6
"165","2016-08-05 11:00:00",78,2016-08-05 07:00:00,"KTPA","Forecast",2016-08-05,7
"166","2016-08-05 12:00:00",79,2016-08-05 08:00:00,"KTPA","Forecast",2016-08-05,8
"167","2016-08-05 13:00:00",82,2016-08-05 09:00:00,"KTPA","Forecast",2016-08-05,9
"168","2016-08-05 14:00:00",84,2016-08-05 10:00:00,"KTPA","Forecast",2016-08-05,10
"169","2016-08-05 15:00:00",86,2016-08-05 11:00:00,"KTPA","Forecast",2016-08-05,11
"170","2016-08-05 16:00:00",87,2016-08-05 12:00:00,"KTPA","Forecast",2016-08-05,12
"171","2016-08-05 17:00:00",89,2016-08-05 13:00:00,"KTPA","Forecast",2016-08-05,13
"172","2016-08-05 18:00:00",89,2016-08-05 14:00:00,"KTPA","Forecast",2016-08-05,14
"173","2016-08-05 19:00:00",89,2016-08-05 15:00:00,"KTPA","Forecast",2016-08-05,15
"174","2016-08-05 20:00:00",88,2016-08-05 16:00:00,"KTPA","Forecast",2016-08-05,16
"175","2016-08-05 21:00:00",87,2016-08-05 17:00:00,"KTPA","Forecast",2016-08-05,17
"176","2016-08-05 22:00:00",87,2016-08-05 18:00:00,"KTPA","Forecast",2016-08-05,18
"177","2016-08-05 23:00:00",86,2016-08-05 19:00:00,"KTPA","Forecast",2016-08-05,19
"178","2016-08-06 00:00:00",84,2016-08-05 20:00:00,"KTPA","Forecast",2016-08-05,20
"179","2016-08-06 01:00:00",82,2016-08-05 21:00:00,"KTPA","Forecast",2016-08-05,21
"180","2016-08-06 02:00:00",81,2016-08-05 22:00:00,"KTPA","Forecast",2016-08-05,22
"181","2016-08-06 03:00:00",81,2016-08-05 23:00:00,"KTPA","Forecast",2016-08-05,23
"182","2016-08-06 04:00:00",81,2016-08-06 00:00:00,"KTPA","Forecast",2016-08-06,0
"183","2016-08-06 05:00:00",80,2016-08-06 01:00:00,"KTPA","Forecast",2016-08-06,1
"184","2016-08-06 06:00:00",79,2016-08-06 02:00:00,"KTPA","Forecast",2016-08-06,2
"185","2016-08-06 07:00:00",79,2016-08-06 03:00:00,"KTPA","Forecast",2016-08-06,3
"186","2016-08-06 08:00:00",79,2016-08-06 04:00:00,"KTPA","Forecast",2016-08-06,4
"187","2016-08-06 09:00:00",79,2016-08-06 05:00:00,"KTPA","Forecast",2016-08-06,5
"188","2016-08-06 10:00:00",78,2016-08-06 06:00:00,"KTPA","Forecast",2016-08-06,6
"189","2016-08-06 11:00:00",78,2016-08-06 07:00:00,"KTPA","Forecast",2016-08-06,7
"190","2016-08-06 12:00:00",80,2016-08-06 08:00:00,"KTPA","Forecast",2016-08-06,8
"191","2016-08-06 13:00:00",82,2016-08-06 09:00:00,"KTPA","Forecast",2016-08-06,9
"192","2016-08-06 14:00:00",84,2016-08-06 10:00:00,"KTPA","Forecast",2016-08-06,10
"193","2016-08-06 15:00:00",86,2016-08-06 11:00:00,"KTPA","Forecast",2016-08-06,11
"194","2016-08-06 16:00:00",87,2016-08-06 12:00:00,"KTPA","Forecast",2016-08-06,12
"195","2016-08-06 17:00:00",88,2016-08-06 13:00:00,"KTPA","Forecast",2016-08-06,13
"196","2016-08-06 18:00:00",89,2016-08-06 14:00:00,"KTPA","Forecast",2016-08-06,14
"197","2016-08-06 19:00:00",88,2016-08-06 15:00:00,"KTPA","Forecast",2016-08-06,15
"198","2016-08-06 20:00:00",88,2016-08-06 16:00:00,"KTPA","Forecast",2016-08-06,16
"199","2016-08-06 21:00:00",87,2016-08-06 17:00:00,"KTPA","Forecast",2016-08-06,17
"200","2016-08-06 22:00:00",87,2016-08-06 18:00:00,"KTPA","Forecast",2016-08-06,18
"201","2016-08-06 23:00:00",86,2016-08-06 19:00:00,"KTPA","Forecast",2016-08-06,19
"202","2016-08-07 00:00:00",85,2016-08-06 20:00:00,"KTPA","Forecast",2016-08-06,20
"203","2016-08-07 01:00:00",83,2016-08-06 21:00:00,"KTPA","Forecast",2016-08-06,21
"204","2016-08-07 02:00:00",82,2016-08-06 22:00:00,"KTPA","Forecast",2016-08-06,22
"205","2016-08-07 03:00:00",81,2016-08-06 23:00:00,"KTPA","Forecast",2016-08-06,23
"206","2016-08-07 04:00:00",81,2016-08-07 00:00:00,"KTPA","Forecast",2016-08-07,0
"207","2016-08-07 05:00:00",80,2016-08-07 01:00:00,"KTPA","Forecast",2016-08-07,1
"208","2016-08-07 06:00:00",79,2016-08-07 02:00:00,"KTPA","Forecast",2016-08-07,2
"209","2016-08-07 07:00:00",79,2016-08-07 03:00:00,"KTPA","Forecast",2016-08-07,3
"210","2016-08-07 08:00:00",78,2016-08-07 04:00:00,"KTPA","Forecast",2016-08-07,4
"211","2016-08-07 09:00:00",78,2016-08-07 05:00:00,"KTPA","Forecast",2016-08-07,5
"212","2016-08-07 10:00:00",78,2016-08-07 06:00:00,"KTPA","Forecast",2016-08-07,6
"213","2016-08-07 11:00:00",79,2016-08-07 07:00:00,"KTPA","Forecast",2016-08-07,7
"214","2016-08-07 12:00:00",81,2016-08-07 08:00:00,"KTPA","Forecast",2016-08-07,8
"215","2016-08-07 13:00:00",83,2016-08-07 09:00:00,"KTPA","Forecast",2016-08-07,9
"216","2016-08-07 14:00:00",85,2016-08-07 10:00:00,"KTPA","Forecast",2016-08-07,10
"217","2016-08-07 15:00:00",87,2016-08-07 11:00:00,"KTPA","Forecast",2016-08-07,11
"218","2016-08-07 16:00:00",88,2016-08-07 12:00:00,"KTPA","Forecast",2016-08-07,12
"219","2016-08-07 17:00:00",88,2016-08-07 13:00:00,"KTPA","Forecast",2016-08-07,13
"220","2016-08-07 18:00:00",89,2016-08-07 14:00:00,"KTPA","Forecast",2016-08-07,14
"221","2016-08-07 19:00:00",89,2016-08-07 15:00:00,"KTPA","Forecast",2016-08-07,15
"222","2016-08-07 20:00:00",88,2016-08-07 16:00:00,"KTPA","Forecast",2016-08-07,16
"223","2016-08-07 21:00:00",88,2016-08-07 17:00:00,"KTPA","Forecast",2016-08-07,17
"224","2016-08-07 22:00:00",87,2016-08-07 18:00:00,"KTPA","Forecast",2016-08-07,18
"225","2016-08-07 23:00:00",86,2016-08-07 19:00:00,"KTPA","Forecast",2016-08-07,19
"226","2016-08-08 00:00:00",84,2016-08-07 20:00:00,"KTPA","Forecast",2016-08-07,20
"227","2016-08-08 01:00:00",83,2016-08-07 21:00:00,"KTPA","Forecast",2016-08-07,21
"228","2016-08-08 02:00:00",82,2016-08-07 22:00:00,"KTPA","Forecast",2016-08-07,22
"229","2016-08-08 03:00:00",81,2016-08-07 23:00:00,"KTPA","Forecast",2016-08-07,23
"230","2016-08-08 04:00:00",81,2016-08-08 00:00:00,"KTPA","Forecast",2016-08-08,0
"231","2016-08-08 05:00:00",81,2016-08-08 01:00:00,"KTPA","Forecast",2016-08-08,1
"232","2016-08-08 06:00:00",80,2016-08-08 02:00:00,"KTPA","Forecast",2016-08-08,2
"233","2016-08-08 07:00:00",80,2016-08-08 03:00:00,"KTPA","Forecast",2016-08-08,3
"234","2016-08-08 08:00:00",80,2016-08-08 04:00:00,"KTPA","Forecast",2016-08-08,4
"235","2016-08-08 09:00:00",79,2016-08-08 05:00:00,"KTPA","Forecast",2016-08-08,5
"236","2016-08-08 10:00:00",79,2016-08-08 06:00:00,"KTPA","Forecast",2016-08-08,6
"237","2016-08-08 11:00:00",79,2016-08-08 07:00:00,"KTPA","Forecast",2016-08-08,7
"238","2016-08-08 12:00:00",81,2016-08-08 08:00:00,"KTPA","Forecast",2016-08-08,8
"239","2016-08-08 13:00:00",84,2016-08-08 09:00:00,"KTPA","Forecast",2016-08-08,9
"240","2016-08-08 14:00:00",85,2016-08-08 10:00:00,"KTPA","Forecast",2016-08-08,10
"241","2016-07-29 15:00:00",74,2016-07-29 11:00:00,"KPIT","Forecast",2016-07-29,11
"242","2016-07-29 16:00:00",77,2016-07-29 12:00:00,"KPIT","Forecast",2016-07-29,12
"243","2016-07-29 17:00:00",80,2016-07-29 13:00:00,"KPIT","Forecast",2016-07-29,13
"244","2016-07-29 18:00:00",82,2016-07-29 14:00:00,"KPIT","Forecast",2016-07-29,14
"245","2016-07-29 19:00:00",83,2016-07-29 15:00:00,"KPIT","Forecast",2016-07-29,15
"246","2016-07-29 20:00:00",84,2016-07-29 16:00:00,"KPIT","Forecast",2016-07-29,16
"247","2016-07-29 21:00:00",84,2016-07-29 17:00:00,"KPIT","Forecast",2016-07-29,17
"248","2016-07-29 22:00:00",83,2016-07-29 18:00:00,"KPIT","Forecast",2016-07-29,18
"249","2016-07-29 23:00:00",82,2016-07-29 19:00:00,"KPIT","Forecast",2016-07-29,19
"250","2016-07-30 00:00:00",81,2016-07-29 20:00:00,"KPIT","Forecast",2016-07-29,20
"251","2016-07-30 01:00:00",78,2016-07-29 21:00:00,"KPIT","Forecast",2016-07-29,21
"252","2016-07-30 02:00:00",76,2016-07-29 22:00:00,"KPIT","Forecast",2016-07-29,22
"253","2016-07-30 03:00:00",74,2016-07-29 23:00:00,"KPIT","Forecast",2016-07-29,23
"254","2016-07-30 04:00:00",73,2016-07-30 00:00:00,"KPIT","Forecast",2016-07-30,0
"255","2016-07-30 05:00:00",72,2016-07-30 01:00:00,"KPIT","Forecast",2016-07-30,1
"256","2016-07-30 06:00:00",72,2016-07-30 02:00:00,"KPIT","Forecast",2016-07-30,2
"257","2016-07-30 07:00:00",71,2016-07-30 03:00:00,"KPIT","Forecast",2016-07-30,3
"258","2016-07-30 08:00:00",71,2016-07-30 04:00:00,"KPIT","Forecast",2016-07-30,4
"259","2016-07-30 09:00:00",70,2016-07-30 05:00:00,"KPIT","Forecast",2016-07-30,5
"260","2016-07-30 10:00:00",70,2016-07-30 06:00:00,"KPIT","Forecast",2016-07-30,6
"261","2016-07-30 11:00:00",70,2016-07-30 07:00:00,"KPIT","Forecast",2016-07-30,7
"262","2016-07-30 12:00:00",71,2016-07-30 08:00:00,"KPIT","Forecast",2016-07-30,8
"263","2016-07-30 13:00:00",72,2016-07-30 09:00:00,"KPIT","Forecast",2016-07-30,9
"264","2016-07-30 14:00:00",73,2016-07-30 10:00:00,"KPIT","Forecast",2016-07-30,10
"265","2016-07-30 15:00:00",75,2016-07-30 11:00:00,"KPIT","Forecast",2016-07-30,11
"266","2016-07-30 16:00:00",76,2016-07-30 12:00:00,"KPIT","Forecast",2016-07-30,12
"267","2016-07-30 17:00:00",78,2016-07-30 13:00:00,"KPIT","Forecast",2016-07-30,13
"268","2016-07-30 18:00:00",79,2016-07-30 14:00:00,"KPIT","Forecast",2016-07-30,14
"269","2016-07-30 19:00:00",79,2016-07-30 15:00:00,"KPIT","Forecast",2016-07-30,15
"270","2016-07-30 20:00:00",79,2016-07-30 16:00:00,"KPIT","Forecast",2016-07-30,16
"271","2016-07-30 21:00:00",78,2016-07-30 17:00:00,"KPIT","Forecast",2016-07-30,17
"272","2016-07-30 22:00:00",78,2016-07-30 18:00:00,"KPIT","Forecast",2016-07-30,18
"273","2016-07-30 23:00:00",77,2016-07-30 19:00:00,"KPIT","Forecast",2016-07-30,19
